team,position,full_name,height,weight,gsis_id,years_exp,week,draft_number,avg_time_to_throw,avg_intended_air_yards,aggressiveness,avg_air_yards_to_sticks,completion_percentage_above_expectation,max_air_distance,efficiency,percent_attempts_gte_eight_defenders,rush_yards,rush_yards_over_expected_per_att,avg_cushion,avg_separation,percent_share_of_intended_air_yards,catch_percentage,avg_yac_above_expectation,pass_attempt,rec_attempt,rush_attempt,pass_air_yards,rec_air_yards,pass_completions,receptions,pass_yards_gained,rec_yards_gained,rush_yards_gained,pass_touchdown,rec_touchdown,rush_touchdown,pass_interception,rec_fumble_lost,rush_fumble_lost,pass_yards_gained_diff,rec_yards_gained_diff,rush_yards_gained_diff,pass_touchdown_diff,rec_touchdown_diff,rush_touchdown_diff,pass_attempt_team,rec_attempt_team,rush_attempt_team,opponent,offense_snaps,offense_pct,team_home,team_away,total,spread_line,roof,surface,temp,wind,touches,snap_share,rush_share,weighted_opp_share,total_touchdowns,fantasy_points,delta_touches,touches_3wk_avg,touches_7wk_avg,touches_trend_3v7,snap_share_3wk_avg,snap_share_7wk_avg,snap_share_trend_3v7,fantasy_ppr_3wk_avg,fantasy_ppr_7wk_avg,fantasy_ppr_trend_3v7,tds_3wk_avg,tds_7wk_avg,tds_trend_3v7,rush_ypc,rush_yoe_per_game,rush_yoe_per_att,stacked_box_rate,catch_rate,rec_yards_per_target,team_implied_points,is_favored,abs_spread,def_rush_ypa_allowed,def_rb_carries_allowed,def_rb_receptions_allowed,def_rb_touchdowns_allowed,def_rb_fantasy_points_allowed,years_exp_filled,is_rookie,draft_number_filled,is_undrafted
BAL,RB,Rasheen Ali,71,209,00-0039796,1,3,165,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,DET,0,0,BAL,DET,68,4.5,outdoors,grass,74,7,0,0,,0,0,0,0,0.333333333,0.333333333,0,0.006666667,0.006666667,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,31.75,0,4.5,3.98,20.15,3.62,0.460.00,12.46,1,0,165,0
BAL,RB,Rasheen Ali,71,209,00-0039796,1,13,165,,,,,,,,0,,0,,,,,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,-6.44,0,0,-0.02,32,32,22,CIN,29,0.48,BAL,CIN,46,7,outdoors,grass,38,11,4,0.48,0.181818182,4,0,1.7,3,1.666666667,0.714285714,0.952380952,0.226666667,0.105714286,0.120952381,1.4,0.6,0.8,0,0,0,4.25,0,0,0,0,0,19.5,0,7,5.18,24.38,5.08,0.850.46,24.77,1,0,165,0
BAL,RB,Rasheen Ali,71,209,00-0039796,1,8,165,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,CHI,0,0,BAL,CHI,46,2.5,outdoors,grass,60,2,0,0,,0,0,0,0,0,0.142857143,-0.142857143,0.013333333,0.011428571,0.001904762,0,0.071428571,-0.071428571,0,0,0,0,0,0,0,0,0,21.75,0,2.5,4.93,20.92,3.92,0.620.23,16.62,1,0,165,0
BAL,RB,Rasheen Ali,71,209,00-0039796,1,14,165,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,PIT,27,0.34,BAL,PIT,49,5.5,outdoors,grass,44,6,0,0.34,,0,0,0,-4,1.666666667,0.714285714,0.952380952,0.34,0.151428571,0.188571429,1.4,0.6,0.8,0,0,0,0,0,0,0,0,0,21.75,0,5.5,4.42,23.92,4.15,0.380.08,14,1,0,165,0
BAL,RB,Rasheen Ali,71,209,00-0039796,1,1,165,,,,,,,,0,,0,,,,,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.96,0,0,-0.04,19,19,29,BUF,1,0.02,BUF,BAL,81,-1.5,outdoors,a_turf,58,8,1,0.02,0.034482759,1,0,0.5,0,1,1,0,0.02,0.02,0,0.5,0.5,0,0,0,0,5,0,0,0,0,0,39.75,0,1.5,4.3,20.62,5.15,0.770.23,17.69,1,0,165,0
BAL,RB,Rasheen Ali,71,209,00-0039796,1,5,165,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,HOU,0,0,BAL,HOU,54,-2.5,outdoors,grass,78,2,0,0,,0,0,0,0,0,0.2,-0.2,0.006666667,0.008,-0.001333333,0,0.1,-0.1,0,0,0,0,0,0,0,0,0,28.25,1,2.5,3.79,19.46,4,0.770.08,14.08,1,0,165,0
BAL,RB,Rasheen Ali,71,209,00-0039796,1,2,165,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,CLE,0,0,BAL,CLE,58,12.5,outdoors,grass,82,3,0,0,,0,0,0,-1,0.5,0.5,0,0.01,0.01,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,22.75,0,12.5,3.92,22.69,4.31,0.540.15,15.15,1,0,165,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,7,173,,,,,,,,0,,0,,,,,0,0,4,2,0,0,0,2,0,22,10,0,0,0,0,0,0,0,1.71,1.39,0,-0.01,0,34,34,20,CAR,29,0.48,NYJ,CAR,19,1.5,outdoors,fieldturf,71,13,6,0.48,0.1,14,0,5.2,3,4.666666667,3.428571429,1.238095238,0.38,0.275714286,0.104285714,4.2,2.957142857,1.242857143,0,0,0,5,0,0,0,0.5,5.5,8.75,0,1.5,4.87,21.69,4.77,0.920.15,18.31,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,1,173,,,,,,,,0,,0,,,,,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6.31,0,0,-0.06,22,22,39,PIT,8,0.12,NYJ,PIT,66,-3,outdoors,fieldturf,67,3,2,0.12,0.051282051,2,0,1.8,0,2,2,0,0.12,0.12,0,1.8,1.8,0,0,0,0,9,0,0,0,0,0,34.5,1,3,4.42,23.92,4.15,0.380.08,14,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,4,173,,,,,,,,0,,0,,,,,0,0,2,3,0,9,0,2,0,18,9,0,0,0,0,0,0,0,4.76,-9.26,0,-0.01,-0.09,27,27,28,MIA,21,0.33,MIA,NYJ,48,2.5,outdoors,grass,88,17,5,0.33,0.107142857,9,0,4.7,5,2.666666667,2.5,0.166666667,0.223333333,0.1975,0.025833333,2.1,2.025,0.075,0,0,0,3,0,0,0,1,9,25.25,1,2.5,4.37,25.69,3.38,1.150.31,21.77,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,14,173,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,MIA,14,0.24,NYJ,MIA,44,-2.5,outdoors,fieldturf,41,6,0,0.24,,0,0,0,-1,1.666666667,4.285714286,-2.619047619,0.216666667,0.308571429,-0.091904762,0.233333333,3.571428571,-3.338095238,0,0,0,0,0,0,0,0,0,23.25,1,2.5,4.72,22.38,4.54,0.460.08,15.92,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,6,173,,,,,,,,0,,0,,,,,0,0,1,2,0,-1,0,1,0,-1,2,0,0,0,0,0,0,0,-4.49,-7.07,0,-0.02,-0.03,17,17,31,DEN,15,0.26,NYJ,DEN,24,-7.5,outdoors,grass,59,6,3,0.26,0.064516129,5,0,1.1,-2,4.333333333,3,1.333333333,0.33,0.241666667,0.088333333,4.033333333,2.583333333,1.45,0,0,0,1,0,0,0,1,-1,15.75,1,7.5,3.81,19.38,2.77,0.540.23,13.46,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,12,173,,,,,,,,0,,0,,,,,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,-12.68,0,0,-0.02,28,28,26,BAL,17,0.29,BAL,NYJ,33,14,outdoors,grass,54,3,4,0.29,0.153846154,4,0,0.7,1,3.666666667,5.285714286,-1.619047619,0.286666667,0.351428571,-0.064761905,1.3,4.628571429,-3.328571429,0,0,0,1.75,0,0,0,0,0,23.5,1,14,4.37,25.69,3.38,1.150.31,21.77,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,13,173,,,,,,,,0,,0,,,,,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,-4.77,0,0,0,0,33,33,28,ATL,8,0.12,NYJ,ATL,51,-3,outdoors,fieldturf,43,8,1,0.12,0,3,0,0,-3,2.666666667,4.714285714,-2.047619048,0.23,0.311428571,-0.081428571,0.6,3.728571429,-3.128571429,0,0,0,0,0,0,0,0,0,27,1,3,4.44,22.38,4.54,0.620.31,17.38,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,5,173,,,,,,,,0,,0,,,,,0,0,4,1,0,8,0,3,0,28,5,0,0,0,0,0,0,0,0.69,0.62,0,-0.02,-0.02,46,46,22,DAL,33,0.4,NYJ,DAL,59,1.5,outdoors,fieldturf,82,3,5,0.4,0.045454545,13,0,6.3,0,3.333333333,3,0.333333333,0.286666667,0.238,0.048666667,3.666666667,2.88,0.786666667,0,0,0,5,0,0,0,0.75,7,28.75,0,1.5,4.72,19.77,5.38,0.850.23,19.15,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,11,173,,,,,,,,0,,0,,,,,0,0,1,2,0,4,0,0,0,0,11,0,0,0,0,0,0,0,-6.36,1.54,0,-0.01,-0.06,27,27,28,NE,16,0.28,NE,NYJ,41,12.5,outdoors,fieldturf,39,9,3,0.28,0.071428571,5,0,1.1,-1,6.333333333,5.428571429,0.904761905,0.343333333,0.357142857,-0.013809524,6.366666667,5.2,1.166666667,0,0,0,5.5,0,0,0,0,0,26.75,1,12.5,4.37,25.69,3.38,1.150.31,21.77,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,2,173,,,,,,,,0,,0,,,,,0,0,3,0,0,25,0,1,0,6,0,0,0,0,0,0,0,0,-12.82,0,0,-0.04,0,22,22,21,BUF,10,0.21,NYJ,BUF,40,-6,outdoors,fieldturf,80,3,3,0.21,0,9,0,1.6,1,2.5,2.5,0,0.165,0.165,0,1.7,1.7,0,0,0,0,0,0,0,0,0.333333333,2,23,1,6,5,21.77,3.77,1.230.15,20,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,8,173,,,,,,,,0,,0,,,,,0,0,5,7,0,-1,0,5,0,44,65,0,0,0,0,0,0,0,16.83,36.93,0,-0.07,-0.21,33,33,37,CIN,33,0.46,CIN,NYJ,77,5.5,outdoors,fieldturf,57,8,12,0.46,0.189189189,22,0,15.9,6,7,4.857142857,2.142857143,0.4,0.324285714,0.075714286,7.4,4.971428571,2.428571429,0,0,0,9.285714286,0,0,0,1,8.8,41.25,1,5.5,4.37,25.69,3.38,1.150.31,21.77,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,10,173,,,,,,,,0,,0,,,,,0,0,1,3,0,-8,0,1,0,1,10,0,0,0,0,0,0,0,-0.47,-4.79,0,0,-0.03,11,11,33,CLE,14,0.29,NYJ,CLE,47,-1.5,outdoors,fieldturf,62,12,4,0.29,0.090909091,6,0,2.1,-8,7.333333333,5,2.333333333,0.41,0.335714286,0.074285714,7.733333333,5.042857143,2.69047619,0,0,0,3.333333333,0,0,0,1,1,24.25,1,1.5,3.92,22.69,4.31,0.540.15,15.15,1,0,173,0
NYJ,RB,Isaiah Davis,73,220,00-0039798,1,3,173,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,TB,9,0.13,TB,NYJ,56,6.5,outdoors,grass,88,5,0,0.13,,0,0,0,-3,1.666666667,1.666666667,0,0.153333333,0.153333333,0,1.133333333,1.133333333,0,0,0,0,0,0,0,0,0,0,31.25,1,6.5,4.37,25.69,3.38,1.150.31,21.77,1,0,173,0
MIA,RB,Jaylen Wright,70,210,00-0039874,1,13,120,,,,,,,,0,,0,,,,,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1.19,0,0,-0.03,23,23,32,NO,6,0.1,MIA,NO,38,5.5,outdoors,grass,76,10,3,0.1,0.09375,3,0,1.6,2,3,2.714285714,0.285714286,0.103333333,0.09,0.013333333,1.233333333,1.071428571,0.161904762,0,0,0,5.333333333,0,0,0,0,0,16.25,0,5.5,4.25,26.54,3.23,0.770.23,18.85,1,0,120,0
MIA,RB,Jaylen Wright,70,210,00-0039874,1,14,120,,,,,,,4.150373832,54.16666667,107,-0.680499897,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,NYJ,34,0.52,NYJ,MIA,44,-2.5,outdoors,fieldturf,41,6,0,0.52,,0,0,0,-3,1.333333333,2.714285714,-1.380952381,0.213333333,0.164285714,0.049047619,0.666666667,1.071428571,-0.404761905,0,0,0,0,0,-0.680499897,54.16666667,0,0,20.75,0,2.5,4.72,22.38,4.54,0.460.08,15.92,1,0,120,0
MIA,RB,Jaylen Wright,70,210,00-0039874,1,10,120,,,,,,,,0,,0,,,,,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,-3.86,0,0,-0.08,21,21,32,BUF,10,0.19,MIA,BUF,43,-8.5,outdoors,grass,84,6,5,0.19,0.15625,5,0,1.7,-5,5,3,2,0.17,0.102,0.068,1.833333333,1.1,0.733333333,0,0,0,3.4,0,0,0,0,0,25.75,1,8.5,5,21.77,3.77,1.230.15,20,1,0,120,0
MIA,RB,Jaylen Wright,70,210,00-0039874,1,4,120,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,MIA,NYJ,48,2.5,outdoors,grass,88,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75,0,2.5,4.37,25.69,3.38,1.150.31,21.77,1,0,120,0
MIA,RB,Jaylen Wright,70,210,00-0039874,1,7,120,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,CLE,9,0.16,CLE,MIA,37,2.5,outdoors,grass,65,17,0,0.16,,0,0,0,0,0,0,0,0.053333333,0.053333333,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,1,2.5,4.72,22.38,4.54,0.460.08,15.92,1,0,120,0
MIA,RB,Jaylen Wright,70,210,00-0039874,1,11,120,,,,,,,,0,,0,,,,,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,-0.24,0,0,-0.01,20,20,31,WAS,1,0.02,MIA,WAS,29,2.5,outdoors,grass,,,1,0.02,0.032258065,1,0,0.4,-4,5.333333333,2.666666667,2.666666667,0.123333333,0.088333333,0.035,1.966666667,0.983333333,0.983333333,0,0,0,4,0,0,0,0,0,13.25,0,2.5,4.55,24.54,3.69,0.850.23,20.62,1,0,120,0
MIA,RB,Jaylen Wright,70,210,00-0039874,1,3,120,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,BUF,MIA,52,12.5,outdoors,a_turf,68,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.25,1,12.5,4.72,22.38,4.54,0.460.08,15.92,1,0,120,0
MIA,RB,Jaylen Wright,70,210,00-0039874,1,8,120,,,,,,,,0,,0,,,,,0,0,1,9,0,-3,0,1,0,0,28,0,0,0,0,0,0,0,-6.68,-8.8,0,-0.04,-0.07,27,27,37,ATL,11,0.16,ATL,MIA,44,7,closed,fieldturf,,,10,0.16,0.243243243,12,0,3.8,10,3.333333333,2.5,0.833333333,0.106666667,0.08,0.026666667,1.266666667,0.95,0.316666667,0,0,0,3.111111111,0,0,0,1,0,25.5,1,7,4.72,22.38,4.54,0.460.08,15.92,1,0,120,0
BUF,RB,Ray Davis,68,216,00-0039875,1,3,128,,,,,,,,0,,0,,,,,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,-10.01,0,0,-0.01,0,28,28,27,MIA,4,0.07,BUF,MIA,52,12.5,outdoors,a_turf,68,7,1,0.07,0,3,0,0,-8,4,4,0,0.153333333,0.153333333,0,1.166666667,1.166666667,0,0,0,0,0,0,0,0,0,0,19.75,0,12.5,4.72,22.38,4.54,0.460.08,15.92,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,8,128,,,,,,,,0,,0,,,,,0,0,1,9,0,1,0,0,0,0,16,0,0,0,0,0,0,0,-5.34,-22.74,0,-0.02,-0.78,23,23,35,CAR,15,0.24,CAR,BUF,49,-7,outdoors,grass,63,9,10,0.24,0.257142857,12,0,1.6,8,4.666666667,3.857142857,0.80952381,0.123333333,0.13,-0.006666667,3.866666667,2.2,1.666666667,0.333333333,0.142857143,0.19047619,1.777777778,0,0,0,0,0,21,0,7,5,21.77,3.77,1.230.15,20,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,11,128,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,TB,1,0.02,BUF,TB,76,6,outdoors,a_turf,38,20,0,0.02,,0,0,0,-4,1.333333333,2.714285714,-1.380952381,0.056666667,0.088571429,-0.031904762,0.266666667,1.814285714,-1.547619048,0,0.142857143,-0.142857143,0,0,0,0,0,0,35,0,6,4.23,18.46,4.54,0.690.31,17.85,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,12,128,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,HOU,6,0.09,HOU,BUF,42,-5.5,closed,astroturf,,,0,0.09,,0,0,0,0,1.333333333,2.571428571,-1.238095238,0.07,0.09,-0.02,0.266666667,1.771428571,-1.504761905,0,0.142857143,-0.142857143,0,0,0,0,0,0,18.25,0,5.5,5,21.77,3.77,1.230.15,20,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,13,128,,,,,,,,0,,0,,,,,0,0,0,9,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,24.18,0,0,-0.04,23,23,51,PIT,13,0.18,PIT,BUF,33,-3,outdoors,grass,34,16,9,0.18,0.176470588,9,0,6.2,9,3,3.571428571,-0.571428571,0.096666667,0.102857143,-0.006190476,2.066666667,2.642857143,-0.576190476,0,0.142857143,-0.142857143,6.888888889,0,0,0,0,0,15,0,3,5,21.77,3.77,1.230.15,20,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,5,128,,,,,,,,0,,0,,,,,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.31,0,0,-0.11,31,31,29,NE,6,0.09,BUF,NE,43,7.5,outdoors,a_turf,66,3,2,0.09,0.068965517,2,0,0.1,1,1.333333333,3,-1.666666667,0.08,0.126,-0.046,0.133333333,0.78,-0.646666667,0,0,0,0.5,0,0,0,0,0,17.75,0,7.5,3.68,18,5.31,0.230.08,10.85,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,10,128,,,,,,,,0,,0,,,,,0,0,2,2,0,1,0,1,0,0,-2,0,0,0,0,0,0,0,-11.61,-13.48,0,-0.44,-0.01,40,40,22,MIA,7,0.1,MIA,BUF,43,-8.5,outdoors,grass,84,6,4,0.1,0.090909091,8,0,0.8,4,4.666666667,2.857142857,1.80952381,0.13,0.095714286,0.034285714,0.8,1.814285714,-1.014285714,0,0.142857143,-0.142857143,-1,0,0,0,0.5,0,17.25,0,8.5,5,21.77,3.77,1.230.15,20,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,6,128,,,,,,,,0,,0,,,,,0,0,2,0,0,2,0,2,0,19,0,0,1,0,0,0,0,0,9.77,0,0,0.93,0,26,26,24,ATL,2,0.04,ATL,BUF,38,-3.5,closed,fieldturf,,,2,0.04,0,6,1,9.9,0,1.666666667,2.833333333,-1.166666667,0.07,0.111666667,-0.041666667,3.433333333,2.3,1.133333333,0.333333333,0.166666667,0.166666667,0,0,0,0,1,9.5,17.25,0,3.5,5,21.77,3.77,1.230.15,20,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,4,128,,,,,,,,0,,0,,,,,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-1.72,0,0,-0.01,22,22,32,NO,5,0.08,BUF,NO,50,15.5,outdoors,a_turf,73,7,1,0.08,0.03125,1,0,0.3,0,3.666666667,3.25,0.416666667,0.14,0.135,0.005,0.9,0.95,-0.05,0,0,0,3,0,0,0,0,0,17.25,0,15.5,4.25,26.54,3.23,0.770.23,18.85,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,14,128,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,CIN,4,0.06,BUF,CIN,73,6,outdoors,a_turf,31,12,0,0.06,,0,0,0,-9,3,3.285714286,-0.285714286,0.11,0.105714286,0.004285714,2.066666667,1.228571429,0.838095238,0,0,0,0,0,0,0,0,0,33.5,0,6,5.18,24.38,5.08,0.850.46,24.77,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,1,128,,,,,,,,0,,0,,,,,0,0,1,1,0,-7,0,1,0,-1,2,0,0,0,0,0,0,0,-4.73,-2.91,0,-0.08,0,46,46,31,BAL,10,0.12,BUF,BAL,81,-1.5,outdoors,a_turf,58,8,2,0.12,0.032258065,4,0,1.1,0,2,2,0,0.12,0.12,0,1.1,1.1,0,0,0,0,2,0,0,0,1,-1,41.25,1,1.5,4.3,20.62,5.15,0.770.23,17.69,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,2,128,,,,,,,,0,,0,,,,,0,0,0,9,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,-15.81,0,0,-0.11,27,27,43,NYJ,20,0.27,NYJ,BUF,40,-6,outdoors,fieldturf,80,3,9,0.27,0.209302326,9,0,2.4,7,5.5,5.5,0,0.195,0.195,0,1.75,1.75,0,0,0,0,2.666666667,0,0,0,0,0,17,0,6,5,21.77,3.77,1.230.15,20,1,0,128,0
BUF,RB,Ray Davis,68,216,00-0039875,1,9,128,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,KC,3,0.05,BUF,KC,49,-2.5,outdoors,a_turf,54,6,0,0.05,,0,0,0,-10,4,3.571428571,0.428571429,0.11,0.12,-0.01,3.833333333,2.042857143,1.79047619,0.333333333,0.142857143,0.19047619,0,0,0,0,0,0,25.75,1,2.5,4.13,18.38,3.92,0.540.23,13.62,1,0,128,0
ARI,RB,Trey Benson,72,220,00-0039921,1,3,66,,,,,,,4.428809524,20,42,1.073088051,,,,,0,0,4,10,0,-12,0,3,0,9,42,0,0,0,0,0,0,0,-6.63,3.25,0,-0.04,-0.58,35,35,28,SF,40,0.61,SF,ARI,31,1.5,outdoors,grass,72,7,14,0.61,0.357142857,22,0,8.1,5,10.66666667,10.66666667,0,0.46,0.46,0,8.333333333,8.333333333,0,0,0,0,4.2,10.73088051,1.073088051,20,0.75,2.25,16.25,1,1.5,4.79,22.54,4.08,1.080.31,20,1,0,66,0
ARI,RB,Trey Benson,72,220,00-0039921,1,2,66,,,,,,,,0,,0,,,,,0,0,6,3,0,2,0,4,0,30,14,0,0,0,0,0,0,0,-2.91,-3.54,0,-0.21,-0.04,25,25,22,CAR,24,0.44,ARI,CAR,49,7,closed,grass,,,9,0.44,0.136363636,21,0,8.4,0,9,9,0,0.385,0.385,0,8.45,8.45,0,0,0,0,4.666666667,0,0,0,0.666666667,5,21,0,7,4.87,21.69,4.77,0.920.15,18.31,1,0,66,0
ARI,RB,Trey Benson,72,220,00-0039921,1,4,66,,,,,,,,0,,0,,,,,0,0,5,8,0,-10,0,5,0,19,35,0,0,0,0,0,0,0,-8.13,-2.82,0,-0.03,-0.03,41,41,17,SEA,37,0.55,ARI,SEA,43,-1.5,closed,grass,,,13,0.55,0.470588235,23,0,10.4,-1,12,11.25,0.75,0.533333333,0.4825,0.050833333,8.966666667,8.85,0.116666667,0,0,0,4.375,0,0,0,1,3.8,22.25,1,1.5,3.55,19.85,5.54,0.310.15,12.46,1,0,66,0
ARI,RB,Trey Benson,72,215,00-0039921,1,1,66,,,,,,,,0,,0,,,,,0,0,1,8,0,-2,0,1,0,6,69,0,0,0,0,0,0,0,0.01,31,0,0,-0.17,29,29,27,NO,22,0.33,NO,ARI,33,-6,dome,sportturf,,,9,0.33,0.296296296,11,0,8.5,0,9,9,0,0.33,0.33,0,8.5,8.5,0,0,0,0,8.625,0,0,0,1,6,13.5,0,6,4.79,22.54,4.08,1.080.31,20,1,0,66,0
LAC,RB,Amar Johnson,70,205,00-0040039,0,9,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,TEN,0,0,TEN,LAC,47,-10,outdoors,grass,46,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,10,4.75,19.08,3.85,0.920.00,16.54,0,1,275,1
LAC,RB,Amar Johnson,70,205,00-0040039,0,11,,,,,,,,,0,,0,,,,,0,0,1,2,0,-2,0,0,0,0,8,0,0,0,0,0,0,0,-5.48,-0.84,0,0,-0.01,26,26,16,JAX,4,0.08,JAX,LAC,41,-3,outdoors,grass,74,9,3,0.08,0.125,5,0,0.8,3,1.5,1.5,0,0.04,0.04,0,0.4,0.4,0,0,0,0,4,0,0,0,0,0,19,0,3,4.75,19.08,3.85,0.920.00,16.54,0,1,275,1
SEA,RB,Jacardia Wright,72,220,00-0040067,0,3,,,,,,,,,0,,0,,,,,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,-0.37,0,0,-0.03,21,21,33,NO,5,0.09,SEA,NO,57,7.5,outdoors,fieldturf,63,3,5,0.09,0.151515152,5,0,2,0,5,5,0,0.09,0.09,0,2,2,0,0,0,0,4,0,0,0,0,0,24.75,0,7.5,4.25,26.54,3.23,0.770.23,18.85,0,1,275,1
KC,RB,Brashard Smith,70,196,00-0040078,0,1,228,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,LAC,8,0.13,LAC,KC,48,-3,dome,,,,0,0.13,,0,0,0,0,0,0,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,3,4.13,18.38,3.92,0.540.23,13.62,0,1,228,0
KC,RB,Brashard Smith,70,196,00-0040078,0,5,228,,,,,,,,0,,0,,,,,0,0,3,1,0,-6,0,3,0,32,4,0,0,0,0,0,0,0,14.73,1.4,0,-0.06,-0.18,41,41,22,JAX,6,0.09,JAX,KC,59,-3.5,outdoors,grass,80,12,4,0.09,0.045454545,10,0,6.6,-4,5,3.4,1.6,0.153333333,0.134,0.019333333,4.833333333,2.94,1.893333333,0,0,0,4,0,0,0,1,10.66666667,27.75,0,3.5,4.13,18.38,3.92,0.540.23,13.62,0,1,228,0
KC,RB,Brashard Smith,70,196,00-0040078,0,13,228,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,DAL,4,0.06,DAL,KC,59,-3.5,closed,matrixturf,,,0,0.06,,0,0,0,-5,2.666666667,5.428571429,-2.761904762,0.14,0.17,-0.03,3.133333333,4.157142857,-1.023809524,0,0,0,0,0,0,0,0,0,27.75,0,3.5,4.13,18.38,3.92,0.540.23,13.62,0,1,228,0
